album_title,album_url,category,album_track_number,song_title,song_url,song_artists,song_release_date,song_page_views,song_lyrics,song_writers,song_producers,song_tags
Maleficent (Original Motion Picture Soundtrack),https://genius.com/albums/James-newton-howard/Maleficent-original-motion-picture-soundtrack,Non-Album Songs,23,Once Upon A Dream,https://genius.com/Lana-del-rey-once-upon-a-dream-lyrics,['Lana Del Rey'],2014-01-01,113000,"I know you, I walked with you once upon a dream I know you, that look in your eyes is so familiar a gleam And I know it's true that visions are seldom all they seem But if I know you, I know what you'll do You'll love me at once The way you did once upon a dream Ah, ah, ah Ah, ah, ah, mmm But if I know you, I know what you'll do You'll love me at once The way you did once upon a dream I know you, I walked with you once upon a dream I know you, that gleam in your eyes is so familiar a gleam And I know it's true that visions are seldom all they seem But if I know you, I know what you'll do You'll love me at once The way you did once upon a dream","['Jack Lawrence (Songwriter)', 'Sammy Fain']",['Dan Heath'],"['Pop', 'Alternative Pop', 'Alternative', ""Children's Music"", 'Disney', 'Cover', 'Soundtrack']"
NA,NA,Non-Album Songs,0,Looking For America,https://genius.com/Lana-del-rey-looking-for-america-lyrics,['Lana Del Rey'],2019-08-09,91400,"Took a trip to San Francisco All our friends said we would jive Didn't work, so I left for Fresno It was quite a scenic drive Pulled over to watch the children in the park We used to only worry for them after dark I’m still looking for my own version of America One without the gun, where the flag can freely fly No bombs in the sky, only fireworks when you and I collide It's just a dream I had in mind It's just a dream I had in mind It’s just a dream I had in mind I flew back to New York City Missed that Hudson River line Took a train up to Lake Placid That's another place and time, where I used to go to drive-ins and listen to the blues So many things that I think twice about before I do now I'm still looking for my own version of America One without the gun, where the flag can freely fly No bombs in the sky, only fireworks when you and I collide It's just a dream I had in mind It's just a dream I had in mind It's just a dream I had in mind It's just a dream I had in mind","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Ambient Pop', 'Contemporary Folk', 'Singer-Songwriter', 'Folk', 'Folk Pop', 'Acoustic', 'Protest Songs', 'Dream Pop', 'Alternative', 'Alternative Pop']"
NA,NA,Non-Album Songs,0,Summer Wine,https://genius.com/Lana-del-rey-summer-wine-lyrics,"['Lana Del Rey', 'Barrie-James O’Neill']",2013-04-18,83200,"Strawberries, cherries and an angel's kiss in spring My summer wine is really made from all these things I walked in town on silver spurs that jingled to A song that I had only sang to just a few She saw my silver spurs and said let's pass some time And I will give to you summer wine Oh, summer wine Strawberries, cherries and an angel's kiss in spring My summer wine is really made from all these things Take off your silver spurs and help me pass the time And I will give to you summer wine Mm, summer wine My eyes grew heavy and my lips, they could not speak I tried to get up but I couldn't find my feet She reassured me with an unfamiliar line And then she gave to me more summer wine Mm, summer wine Strawberries, cherries and an angel's kiss in spring My summer wine is really made from all these things Take off your silver spurs and help me pass the time And I will give to you summer wine Mm, summer wine When I woke up, the sun was shining in my eyes (In my eyes)* My silver spurs were gone, my head felt twice its size (In my eyes, uh)* She took my silver spurs, a dollar and a dime (Uh, Uh) And left me cravin' for more summer wine Oh, uh, summer wine Strawberries, cherries and an angel's kiss in spring My summer wine is really made from all these things Take off your silver spurs and help me pass the time And I will give to you summer wine Mm, summer wine Mm, summer wine Mm, summer wine Ta ta da, ta da ta ta Tu tu tu du, tu da Tu tu tu da, tu da Ah, ah",['Lee Hazlewood'],"['Barrie-James O’Neill', 'Rick Nowels']","['Pop', 'Art', 'Art Pop', 'Cover', 'Alternative Pop', 'Alternative']"
NA,NA,Non-Album Songs,0,Summertime The Gershwin Version,https://genius.com/Lana-del-rey-summertime-the-gershwin-version-lyrics,['Lana Del Rey'],2020-11-19,16800,"Summertime And the livin' is easy Fish are jumpin' And the cotton, the cotton is high Oh, your daddy, he's rich And your ma, she's good lookin' So hush, little baby Don't you cry One of these mornings You're gonna rise up singing You gonna spread your wings And take, and take to the sky Until that morning Ain't nothing can harm you With daddy and mammy standing by Standing by Standing by, little baby Standing by","['Ira Gershwin', 'George Gershwin', 'DuBose Heyward']","['Dean Reid', 'Gabe Simon', 'Zach Dawes']","['Pop', 'Soul', 'Cover', 'Alternative Pop']"
NA,NA,Non-Album Songs,0,"Take Me Home, Country Roads",https://genius.com/Lana-del-rey-take-me-home-country-roads-lyrics,['Lana Del Rey'],2023-12-01,9400,"Almost heaven, West Virginia Blue Ridge Mountains, Shenandoah River Life is old there, older than the trees Younger than the mountains, growing like a breeze Country roads, take me home To the place I belong West Virginia, mountain mama Take me home, country roads All my memories gather 'round her Miner's lady, stranger to blue water Dark and dusty, painted on the sky Misty taste of moonshine, teardrop in my eye Country roads, take mе home To the place I bеlong West Virginia, mountain mama Take me home, country roads I hear her voice in the morning hour, she calls me Radio reminds me of a home far away Driving down the road, I get a feeling that I Should have been home yesterday, yesterday Country roads, take me home To the place that I belong West Virginia, mountain mama Take me home, country roads Take me home down country roads Take me home down country roads","['John Denver', 'Bill Danoff', 'Taffy Nivert Danoff']",['Zach Dawes'],"['Pop', 'Folk Pop', 'Folk', 'Alternative Pop', 'Alternative', 'Easy Listening', 'Americana', 'Piano', 'Ballad', 'Cover']"
NA,NA,Non-Album Songs,0,Some Things Last a Long Time,https://genius.com/Lana-del-rey-some-things-last-a-long-time-lyrics,['Lana Del Rey'],2015-11-05,0,"Your picture is still on my wall, on my wall The colors are bright, bright as ever Red is strong, but blue is true Some things last a long time Some things last a long time Your picture is still on my wall, on my wall I think about you often, often I can’t forget all the things we did Some things last a long time Some things last a long time It’s funny, but it’s true And it’s true, but it’s not funny Time comes and goes All the while I still think about you Some things last a long time Your picture is still on my wall, on my wall The colors are bright, bright as ever Things that we did are we forget Some things last a long time Some things last a long time",['Daniel Johnston'],['Mac Miller'],"['Pop', 'Cover', 'Acoustic', 'Lo-Fi', 'Folk Pop', 'Folk', 'Dream Pop', 'Alternative Pop']"
Say Yes to Heaven,https://genius.com/albums/Lana-del-rey/Say-yes-to-heaven,Non-Album Songs,1,Say Yes To Heaven,https://genius.com/Lana-del-rey-say-yes-to-heaven-lyrics,['Lana Del Rey'],2023-05-19,704400,"If you dance, I'll dance And if you don't, I'll dance anyway Give peace a chance Let the fear you have fall away I've got my eye on you I've got my eye on you Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me If you go, I'll stay You come back, I'll be right here Like a barge at sea In the storm, I stay clear 'Cause I've got my mind on you I've got my mind on you Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me If you dance, I'll dance I'll put my red dress on, get it on And if you fight, I'll fight It doesn't matter now, it's all gone I've got my mind on you I got my mind on you Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me I've got my eye on you I've got my eye on you, mm I've got my eye on you I've got my eye on you","['Lana Del Rey', 'Rick Nowels']",['Rick Nowels'],"['Rock', 'Pop', 'Slowcore', 'Dream Pop', 'Folk Rock', 'Baroque Pop', 'Adult Alternative', 'Soft Rock', 'Singer-Songwriter', 'Pop-Rock', 'Alternative Rock', 'Alternative Pop']"
The End Of The Storm (Official Soundtrack),https://genius.com/albums/Various-artists/The-end-of-the-storm-official-soundtrack,Non-Album Songs,8,You’ll Never Walk Alone,https://genius.com/Lana-del-rey-youll-never-walk-alone-lyrics,['Lana Del Rey'],2020-12-04,0,"When you walk through a storm Hold your head up high And don't be afraid of the dark At the end of the storm There's a golden sky And the sweet silver song of the lark Walk on through the wind Walk on through the rain Though your dreams be tossed and blown Walk on, walk on With hope in your heart And you'll never walk alone You'll never walk alone When you walk through a storm Hold your head up high And don't be afraid of the dark At the end of the storm There's a golden sky And the sweet silver song of the lark Walk on through the wind Walk on through the rain Though your dreams be tossed and blown Walk on, walk on (Walk on, walk on) With hope in your heart (Hope in your heart) And you'll never walk alone You'll never walk alone","['Richard Rodgers', 'Oscar Hammerstein II', 'Rodgers & Hammerstein']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Sports', 'Cover']"
The Great Gatsby: Music from Baz Luhrmann’s Film (Deluxe Edition),https://genius.com/albums/Various-artists/The-great-gatsby-music-from-baz-luhrmanns-film-deluxe-edition,Non-Album Songs,3,Young and Beautiful,https://genius.com/Lana-del-rey-young-and-beautiful-lyrics,['Lana Del Rey'],2013-04-23,2000000,"I've seen the world, done it all Had my cake now Diamonds, brilliant,  and Bel Air now Hot summer nights, mid-July When you and I were forever wild The crazy days, city lights The way you'd play with me like a child Will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothing but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? I've seen the world, lit it up as my stage now Channeling angels in the new age now Hot summer days , rock and roll The way you'd play for me at your show And all the ways I got to know Your pretty face and electric soul Will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothing but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? Dear Lord, when I get to Heaven Please, let me bring my man When he comes, tell me that You'll let him in Father, tell me if You can All that grace, all that body All that face makes me wanna party He's my sun, he makes me shine like diamonds Will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothin' but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? Will you still love me when I'm no longer beautiful? Will you still love me when I'm not young and beautiful?","['Rick Nowels', 'Lana Del Rey']","['Dan Heath', 'Al Shux', 'Rick Nowels']","['Pop', 'Chamber Music', 'Dream Pop', 'Orchestral', 'Baroque Pop', 'Alternative Pop', 'Alternative', 'Soundtrack']"
The New Look: Season 1 (Apple TV+ Original Series Soundtrack),https://genius.com/albums/Various-artists/The-new-look-season-1-apple-tv-original-series-soundtrack,Non-Album Songs,3,Blue Skies,https://genius.com/Lana-del-rey-blue-skies-lyrics,['Lana Del Rey'],2024-02-14,5100,"Blue skies smiling at me Nothing but blue skies do I see Bluebirds singing a song Nothing but bluebirds all day long Never saw the sun shining so bright Never saw things going so right Noticing the days hurrying by When you're in love, my, how they fly Blue days, all of them gone Nothing but blue skies from now on Never saw the sun shining so bright Never saw things going so right Noticing the days hurrying by When you're in love, my, how they fly Blue days, all of them gone Nothing but blue skies from now on (From now on) Oh, no, no, oh Oh, no, oh Da-da, da, da, da-da, da Da-da, da, da, da-da Da-da, da-da, da-da Da-da, oh Oh, ah (Blue skies smiling at me Nothing but blue skies do I see Bluebirds singing a song Nothing but bluebirds all day long All day long Never saw the sun)",['Irving Berlin'],['Jack Antonoff'],"['Pop', 'Traditional Pop', 'Cover', 'TV', 'Soundtrack']"
Unmasked: The Platinum Collection,https://genius.com/albums/Andrew-lloyd-webber/Unmasked-the-platinum-collection,Non-Album Songs,22,You Must Love Me (From ”Evita”),https://genius.com/Lana-del-rey-you-must-love-me-from-evita-lyrics,['Lana Del Rey'],2018-02-27,18700,"Where do we go from here? This isn't where we intended to be We had it all, you believed in me I believed in you Certainties disappear What do we do for our dreams to survive? How do we keep all our passions alive As we used to do? Deep in my heart, I'm concealing Things that I'm longing to say Scared to confess what I'm feeling Frightened you'll slip away You must love me, you must love me Why are you at my side? How can I be any use to you now? Give me a chance and I'll let you see how Nothing has changed Deep in my heart, I'm concealing Things that I'm longing to say Scared to confess what I'm feeling Frightened you'll slip away You must love me, you must love me You must love me","['Andrew Lloyd Webber', 'Tim Rice']",['Rick Nowels'],"['Pop', 'Musicals', 'Soundtrack']"
NA,NA,Norman Fucking Rockwell!,0,​hope is a dangerous thing for a woman like me to have - but i have it (Extended Version),https://genius.com/Lana-del-rey-hope-is-a-dangerous-thing-for-a-woman-like-me-to-have-but-i-have-it-extended-version-lyrics,['Lana Del Rey'],2019-08-30,7600,"I was reading Slim Aarons and I got to thinking that I thought Maybe I'd get less stressed if I was tested less like All of these debutantes Smiling for miles in pink dresses and high heels on white yachts But I'm not, baby, I'm not No, I'm not, that, I'm not I've been tearing around in my fucking nightgown 24/7 Sylvia Plath Writing in blood on my walls 'Cause the ink in my pen don't work in my notepad Don't ask if I'm happy, you know that I'm not But at best, I can say I'm not sad 'Cause hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have I had 15-year dances Church basement romances, yeah, I've cried Spilling my guts with the Bowery Bums Is the only love I've ever known Except for the stage, which I also call home, when I'm not Servin' up God in a burnt coffee pot for the triad Hello, it's the most famous woman you know on the iPad Calling from beyond the grave, I just wanna say, ""Hi, Dad"" I've been tearing up town in my fucking white gown Like a goddamn near sociopath Shaking my ass is the only thing that's Got this black narcissist off my back She couldn't care less, and I never cared more So there's no more to say about that Except hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman with my past There's a new revolution, a loud evolution that I saw Born of confusion and quiet collusion of which mostly I've known A modern day woman with a weak constitution, 'cause I've got Monsters still under my bed that I could never fight off A gatekeeper carelessly dropping the keys on my nights off I've been tearing around in my fucking nightgown 24/7 Sylvia Plath Writing in blood on your walls 'Cause the ink in my pen don't look good in my pad They write that I'm happy, they know that I'm not But at best, you can see I'm not sad But hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have But I have it Yeah, I have it Yeah, I have it I have 'Cause I had you in- in my head. Are you real? Are you real? Yeah? Is there any chance that I'm just gonna wake up on the floor and this song won't exist? I'll be very sad. If I wake up and you don't exist and this song doesn't exist... Yeah, I hope you're real","['Lana Del Rey', 'Jack Antonoff']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Singer-Songwriter', 'Lo-Fi', 'Folk Pop', 'Alternative Pop', 'Piano', 'Ballad']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,1,Norman fucking Rockwell,https://genius.com/Lana-del-rey-norman-fucking-rockwell-lyrics,['Lana Del Rey'],2019-08-30,1200000,"Goddamn, man-child You fucked me so good that I almost said ""I love you"" You're fun and you’re wild But you don't know the half of the shit that you put me through Your poetry's bad and you blame the news But I can’t change that, and I can't change your mood, ah 'Cause you're just a man It's just what you do Your head in your hands As you color me blue Yeah, you're just a man All through and through Your head in your hands As you color me blue Blue, blue, blue Goddamn, man-child You act like a kid even though you stand six foot two Self-loathing poet, resident Laurel Canyon know-it-all You talk to the walls when the party gets bored of you But I don't get bored, I just see it through Why wait for the best when I could have you? You? 'Cause you’re just a man It’s just what you do Your head in your hands As you color me blue Yeah, you're just a man All through and through Your head in your hands As you color me blue Blue, blue You make me blue Blue, blue Blue, blue, blue Blue, blue, blue","['Lana Del Rey', 'Jack Antonoff']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Singer-Songwriter', 'Art Pop', 'Adult Contemporary', 'Chamber Music', 'Baroque Pop', 'Piano', 'Ballad', 'Alternative Pop']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,2,Mariners Apartment Complex,https://genius.com/Lana-del-rey-mariners-apartment-complex-lyrics,['Lana Del Rey'],2018-09-12,926000,"You took my sadness out of context At the Mariners Apartment Complex I ain't no candle in the wind I'm the board, the lightning, the thunder Kind of girl who's gonna make you wonder Who you are and who you've been And who I've been is with you on these beaches Your Venice bitch, your die-hard, your weakness Maybe I could save you from your sins So kiss the sky and whisper to Jesus My, my, my, you found this, you need this Take a deep breath, baby, let me in You lose your way, just take my hand You're lost at sea, then I'll command your boat to me again Don't look too far, right where you are, that's where I am I'm your man I'm your man They mistook my kindness for weakness I fucked up, I know that, but Jesus Can't a girl just do the best she can? Catch a wave and take in the sweetness Think about it, the darkness, the deepness All the things that make me who I am And who I am is a big-time believer That people can change, but you don't have to leave her When everyone's talking, you can make a stand 'Cause even in the dark, I feel your resistance You can see my heart burning in the distance Baby, baby, baby, I'm your man, yeah You lose your way, just take my hand You're lost at sea, then I'll command your boat to me again Don't look too far, right where you are, that's where I am I'm your man I'm your man Catch a wave and take in the sweetness Take in the sweetness You want this, you need this Are you ready for it? Are you ready for it? Are you ready for it?","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Rock', 'Adult Alternative', 'Alternative', 'Slowcore', 'Psychedelic', 'American Folk', 'Singer-Songwriter', 'Piano', 'Art Pop', 'Baroque Pop', 'Folk Pop', 'Adult Contemporary', 'Folk Rock', 'Psychedelic Rock', 'Alternative Pop', 'Alternative Rock', 'Ballad']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,3,Venice Bitch,https://genius.com/Lana-del-rey-venice-bitch-lyrics,['Lana Del Rey'],2018-09-18,863000,"Fear fun, fear love Fresh out of fucks forever Tryin' to be stronger for you Ice cream, ice queen I dream in jeans and leather Live stream, I'm sweet for you Oh God, miss you on my lips It's me, your little Venice bitch On the stoop with the neighborhood kids Callin' out, bang bang, kiss kiss You're in the yard, I light the fire And as the summer fades away Nothing gold can stay You write, I tour, we make it work You're beautiful and I'm insane We're American-made Give me Hallmark One dream, one life, one lover Paint me happy in blue Norman Rockwell No hype under our covers It's just me and you Oh God, miss you on my lips It's me, your little Venice bitch On the stoop with the neighborhood kids Callin' out, bang bang, kiss kiss You're in the yard, I light the fire And as the summer fades away Nothing gold can stay You write, I tour, we make it work You're beautiful and I'm insane We're American-made Oh (Yeah), oh (Yeah), oh (Yeah) Soundin' off, bang bang, kiss kiss Oh (Yeah), oh (Yeah), oh (Yeah) Soundin' off, bang bang, kiss kiss Oh God, want you on my lips (I do, I do) It's me, your little Venice bitch (Yes, it is) On the stoop with the neighborhood kids Soundin' off, bang bang, kiss kiss Oh, shatter (Yeah), oh, shatter (Yeah, yeah), oh, shatter (Yeah) (Soundin' off, bang bang, kiss kiss) Yeah (Yeah), oh (Yeah), oh (Yeah) (Soundin' off, bang bang, kiss kiss) Yeah, yeah You heard my baby's back in town now You should come, come over We'll be hanging around now You should come, come over Oh God, I love him on my lips It's me, your little Venice bitch Touch me with your fingertips It's me, your little Venice bitch Back, back in the garden We're getting high now because we're older Me myself, I like diamonds My baby, crimson and clover (La-la-la-la-la-la, losers, beautiful losers) (La-la-la-la-la-la, losers, beautiful, losers) Wha-wha-wha-wha-whatever Everything, whatever Wha-wha-wha-wha-whatever Everything, whatever  Ah, ah, ah, ah Ah yeah, ah yeah (La-la-la-la-la-la, losers, beautiful losers) Ah yeah, ah (La-la-la-la-la-la, losers, beautiful losers) La-la-la-la-la-la, losers, (Yeah) beautiful losers (Yeah) La-la-la-la-la-la, losers, (Yeah) beautiful losers (Yeah) La-la-la-la-la-la, losers, beautiful losers La-la-la-la-la-la, losers, beautiful losers Back in the garden We're getting high now because we're older Me myself, I like diamonds My baby, crimson and clover Crimson and clover, honey Crimson and clover, honey Crimson and clover, honey Crimson and clover, honey Crimson and clover, honey Crimson and clover, honey Over and over, honey Over and over, honey Over and over, honey Over and over, honey Over and over  If you weren't mine, I'd be Jealous of your love If you weren't mine, I'd be Jealous of your love If you weren't mine, I'd be Jealous of your love If you weren't mine, I'd be Jealous of your love If you weren't mine, I'd be Jealous of your love","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Rock', 'Surf', 'Americana', 'Art Pop', 'Folk Pop', 'Folk Rock', 'Psychedelic', 'Psychedelic Rock', 'Neo-Psychedelia', 'Art Rock', 'Alternative Rock']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,4,Fuck it I love you,https://genius.com/Lana-del-rey-fuck-it-i-love-you-lyrics,['Lana Del Rey'],2019-08-22,733600,"I like to see everything in neon Drink lime green, stay up 'til dawn Maybe the way that I'm living is killing me I like to light up the stage with a song Do shit to keep me turned on But one day I woke up like ""Maybe I'll do it differently"" So I moved to California‚ but it's just a state of mind It turns out everywhere you go‚ you take yourself‚ that's not a lie Wish that you would hold me or just say that you were mine It's killing me slowly Dream a little dream of me Make me into something sweet Turn the radio on, dancing to a pop song Fuck it, I love you Fuck it‚ I love you Fuck it, I love you I really do I used to shoot up my veins in neon And shit's even brighter; you're gone So many things I would say to you I want you You moved to California, but it's just a state of mind And you know everyone adores you You can't feel it and you're tired Baby‚ wish that you would hold me or just say that you were mine But it's killing me slowly Dream a little dream of me Turn this into something sweet Turn the radio on, dancing to a pop song Fuck it, I love you Fuck it, I love you Fuck it, I love you I really do It turns out California's more than just a state of mind I met you on the boulevard, braids in my hair, you blew my mind And if I wasn't so fucked up, I think I'd fuck you all the time (I really do) It's killing me slowly Fuck it, I love you (I moved to California, but it's just a state of mind) Fuck it, I love you (It turns out everywhere you go, you take yourself, that's not a lie) Fuck it, I love you (Wish that you would hold me or just say that you were mine) I really do (It's killing me slowly) (Fuck it, I love you) California dreamin' , got my money on my mind (Fuck it, I love you) Jazz in my veins, running out of time (Fuck it, I love you) California dreamin', got my money on my mind (I really do) Jazz in my veins , running out of time (Fuck it, I love you) California dreamin', got my money on my mind (Fuck it, I love you) Jazz in my veins, running out of time (Fuck it, I love you) California dreamin', got my money on my mind (I really do) Jazz in my veins , running out of time","['Lana Del Rey', 'Jack Antonoff']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Freak Folk', 'Surf', 'Trip-Hop', 'Americana', 'Psychedelic', 'Downtempo', 'Neo-Psychedelia', 'Adult Contemporary']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,5,Doin' Time,https://genius.com/Lana-del-rey-doin-time-lyrics,['Lana Del Rey'],2019-05-17,885400,"Summertime and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder Me and my girl, we got this relationship I love her so bad, but she treats me like shit On lockdown, like a penitentiary She spreads her lovin' all over And when she gets home, there's none left for me Summertime and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah) Oh, take this veil from off my eyes My burning sun will, some day, rise So what am I gonna be doin' for a while? Said I'm gonna play with myself Show them how we come off the shelf Summertime and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah) Evil, we've come to tell you that she's evil, most definitely Evil, ornery, scandalous and evil, most definitely The tension, it's getting hotter I'd like to hold her head underwater (Summertime) (Ah, ah, ah) Summertime and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder","['Dorothy Heyward', 'Bradley Nowell', 'Ad-Rock', 'MCA', 'DuBose Heyward', 'George Gershwin', 'Ira Gershwin', 'Rick Rubin', 'Marshall Goodman']","['\u200bwatt', 'Happy Perez']","['Pop', 'Adult Contemporary', 'Trip-Hop', 'Neo-Psychedelia', 'Alternative Pop', 'Cover']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,6,Love song,https://genius.com/Lana-del-rey-love-song-lyrics,['Lana Del Rey'],2019-08-30,687000,"In the car, in the car, in the backseat, I'm your baby We go fast, we go so fast, we don’t move I believe in a place you take me Make you real proud of your baby In your car, I'm a star and I'm burnin’ through you In your car, I'm a star and I'm burnin' through you Oh, be my once in a lifetime Lyin' on your chest in my party dress I'm a fuckin' mess, but I Oh, thanks for the high life Baby, it's the best, passed the test and yes Now I’m here with you, and I Would like to think that you would stick around You know that I’d just die to make you proud The taste, the touch, the way we love It all comes down to make the sound of our love song Dream a dream, here's a scene Touch me anywhere ’cause I'm your baby Grab my waist, don't waste any part I believe that you see me for who I am So spill my clothes on the floor of your new car Is it safe, is it safe to just be who we are? Is it safe, is it safe to just be who we are? Oh, be my once in a lifetime Lyin' on your chest in my party dress I’m a fuckin' mess, but I Oh, thanks for the high life Baby, it's the best, passed the test and yes Now I'm here with you, and I Would like to think that you would stick around You know that I'd just die to make you proud The taste, the touch, the way we love It all comes down to make the sound of our love song The taste, the touch, the way we love It all comes down to make the sound of our love song","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Easy Listening', 'Alternative', 'Singer-Songwriter', 'Lo-Fi', 'Folk Pop', 'Art Pop', 'Alternative Pop', 'Chamber Music', 'Piano', 'Adult Contemporary', 'Ballad']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,7,Cinnamon Girl,https://genius.com/Lana-del-rey-cinnamon-girl-lyrics,['Lana Del Rey'],2019-08-30,896300,"Cinnamon in my teeth From your kiss, you're touching me All the pills that you take Violet, blue, green, red to keep me at arm's length don't work You try to push me out, but I just find my way back in Violet, blue, green, red to keep me out, I win There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give But if you hold me without hurting me You'll be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Kerosene in my hands You make me mad, on fire again All the pills that you take Violet, blue, green, red to keep me at arm's length don't work There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give But if you hold me without hurting me You'll be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give Like if you hold me without hurting me You'll be the first who ever did","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Alternative', 'Folk Pop', 'Adult Contemporary', 'Chamber Music', 'Electronica', 'Downtempo', 'Alternative Pop', 'Neo-Psychedelia', 'Ballad']"
Norman Fucking Rockwell!,https://genius.com/albums/Lana-Del-Rey/Norman-Fucking-Rockwell,Norman Fucking Rockwell!,8,How to disappear,https://genius.com/Lana-del-rey-how-to-disappear-lyrics,['Lana Del Rey'],2019-08-30,474700,"John met me down on the boulevard Cry on his shoulder 'cause life is hard The waves came in over my head What you been up to, my baby? Haven't seen you 'round here lately All of the guys tell me lies, but you don't You just crack another beer And pretend that you're still here This is how to disappear This is how to disappear Joe met me down at the training yard Cuts on his face 'cause he fought too hard I know he's in over his head But I love that man like nobody can He moves mountains and pounds them to ground again I watched the guys getting high as they fight For the things that they hold dear To forget the things they fear This is how to disappear This is how to disappear  Now it's been years since I left New York I've got a kid and two cats in the yard The California sun and the movie stars I watch the skies getting light as I write As I think about those years As I whisper in your ear I'm always going to be right here No one's going anywhere","['Jack Antonoff', 'Lana Del Rey']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Lo-Fi', 'Psychedelic Rock', 'Singer-Songwriter', 'Contemporary Folk', 'Folk Pop', 'Adult Contemporary', 'Freak Folk', 'Psychedelic', 'Trip-Hop', 'Downtempo', 'Alternative', 'Alternative Pop', 'Ballad']"
